id,id_name,name,type,category,perimeter,has_fence,area_sqm,is_over_100_sqm,is_over_1_000_sqm
384,384 - Jardinieres De La Rue Des Perchamps,Jardinieres De La Rue Des Perchamps,Street Decorations,Planter,40,0.0,42,0,0
385,385 - Cimetiere Du Calvaire,Cimetiere Du Calvaire,Cemeteries,Graveyard,125,1.0,635,1,0
386,386 - 27-00,27-00,Ring Road,Slope,198,0.0,796,1,0
387,387 - Jardin Partage Forceval,Jardin Partage Forceval,"Temporary, Shared, Educational Spaces",Shared Garden,305,1.0,502,1,0
388,388 - Jardin Lily Laskine,Jardin Lily Laskine,Open Promenades,Garden,421,1.0,5343,1,1
389,389 - Jardinet Du Rond Point Du Pont Mirabeau,Jardinet Du Rond Point Du Pont Mirabeau,Street Decorations,Small Garden,108,0.0,387,1,0
390,390 - Jardin Partage Le Jardin Aux Habitants,Jardin Partage Le Jardin Aux Habitants,"Temporary, Shared, Educational Spaces",Shared Garden,116,1.0,367,1,0
391,391 - Decoration De La Place Maubert,Decoration De La Place Maubert,Street Decorations,Decoration,50,0.0,83,0,0
392,392 - Jardinieres De L'Avenue De Taillebourg,Jardinieres De L'Avenue De Taillebourg,Street Decorations,Planter,135,0.0,132,1,0
393,393 - Jardinet Angle Du Boulevard Beaumarchais - Scarron,Jardinet Angle Du Boulevard Beaumarchais - Scarron,Street Decorations,Small Garden,28,0.0,50,0,0
394,394 - Jardinieres Du 39 Quai De La Seine,Jardinieres Du 39 Quai De La Seine,Street Decorations,Planter,31,0.0,19,0,0
395,395 - Jardinieres Evq De La Rue Cardinal Mercier,Jardinieres Evq De La Rue Cardinal Mercier,Street Decorations,Planter,,0.0,99,0,0
396,396 - Jardinieres De La Rue Jacques Prevert,Jardinieres De La Rue Jacques Prevert,Street Decorations,Planter,437,0.0,606,1,0
397,397 - 03-07,03-07,Ring Road,Slope,171,0.0,933,1,0
398,398 - Jardiniere De La Rue Dorian,Jardiniere De La Rue Dorian,Street Decorations,Planter,22,0.0,32,0,0
399,399 - Square Louise De Marillac,Square Louise De Marillac,Open Promenades,Public Garden,162,1.0,1770,1,1
400,400 - Square Samuel Beckett,Square Samuel Beckett,Open Promenades,Public Garden,548,1.0,9382,1,1
401,401 - Square Louvois,Square Louvois,Open Promenades,Public Garden,170,1.0,1826,1,1
402,402 - 22-00,22-00,Ring Road,Slope,732,0.0,2885,1,1
403,403 - 09-17,09-17,Ring Road,Slope,74,0.0,240,1,0
404,404 - 10-03,10-03,Ring Road,Slope,206,0.0,956,1,0
405,405 - Promenade De L'Allee Du Seminaire - Jean-Jacques Olier,Promenade De L'Allee Du Seminaire - Jean-Jacques Olier,Open Promenades,Promenade,159,0.0,946,1,0
406,406 - Square Jean Xxiii,Square Jean Xxiii,Open Promenades,Public Garden,647,1.0,10985,1,1
407,407 - Square Saint-Laurent,Square Saint-Laurent,Open Promenades,Public Garden,182,1.0,1358,1,1
408,408 - Square De L'Abbe Lemire,Square De L'Abbe Lemire,Open Promenades,Public Garden,464,0.0,4566,1,1
409,409 - Jardin Maudy Piot-Jacomet,Jardin Maudy Piot-Jacomet,Open Promenades,Garden,255,1.0,2970,1,1
410,410 - Square Julia Bartet,Square Julia Bartet,Open Promenades,Public Garden,508,0.0,5493,1,1
411,411 - Jardin Du Cloitre,Jardin Du Cloitre,Open Promenades,Garden,216,0.0,1622,1,1
412,412 - Square Des Combattants D'Indochine,Square Des Combattants D'Indochine,Decorative Gardens,Public Garden,197,0.0,1589,1,1
413,413 - Jardinieres De La Place Ferdinand Brunot,Jardinieres De La Place Ferdinand Brunot,Street Decorations,Planter,48,0.0,40,0,0
414,414 - Jardiniere De La Rue De Franche Comte,Jardiniere De La Rue De Franche Comte,Street Decorations,Planter,41,0.0,33,0,0
415,415 - Jardiniere Angle Des Rues De Thorigny - Perle,Jardiniere Angle Des Rues De Thorigny - Perle,Street Decorations,Planter,21,0.0,28,0,0
416,416 - Square De La Roquette,Square De La Roquette,Open Promenades,Public Garden,664,1.0,14838,1,1
417,417 - Decoration De La Place Rodin,Decoration De La Place Rodin,Street Decorations,Decoration,119,0.0,202,1,0
418,418 - Decoration De La Place Camille Claudel,Decoration De La Place Camille Claudel,Street Decorations,Decoration,27,0.0,36,0,0
419,419 - Decoration Angle Des Rues De Menilmontant - Henri Chevreau,Decoration Angle Des Rues De Menilmontant - Henri Chevreau,Street Decorations,Decoration,19,0.0,23,0,0
420,420 - Jardin Partage Le Jardin Nomade,Jardin Partage Le Jardin Nomade,"Temporary, Shared, Educational Spaces",Shared Garden,66,1.0,271,1,0
421,421 - Jardin Partage Jardins Des Petits Passages,Jardin Partage Jardins Des Petits Passages,"Temporary, Shared, Educational Spaces",Shared Garden,59,1.0,211,1,0
422,422 - Cimetiere Parisien  De Pantin,Cimetiere Parisien  De Pantin,Cemeteries,Graveyard,4732,1.0,1071028,1,1
423,423 - Jardinieres De La Rue Francois Bloch-Laine,Jardinieres De La Rue Francois Bloch-Laine,Street Decorations,Planter,106,0.0,176,1,0
424,424 - Jardiniere De La Place De L'Estrapade,Jardiniere De La Place De L'Estrapade,Street Decorations,Planter,143,0.0,166,1,0
425,425 - Promenade D'Australie 15E,Promenade D'Australie 15E,Open Promenades,Promenade,750,0.0,8082,1,1
426,426 - Talus De La Rue Du Chevaleret,Talus De La Rue Du Chevaleret,Street Decorations,Slope,98,0.0,428,1,0
427,427 - Jardin Jan Doornik,Jardin Jan Doornik,Open Promenades,Garden,545,1.0,5280,1,1
428,428 - Square Ernest Gouin,Square Ernest Gouin,Open Promenades,Public Garden,268,1.0,4515,1,1
429,429 - Jardiniere Verticale Du 30B Rue Guy Moquet,Jardiniere Verticale Du 30B Rue Guy Moquet,Green Walls,Green Walls,20,0.0,7,0,0
430,430 - 30-00,30-00,Ring Road,Slope,99,0.0,326,1,0
431,431 - Jardiniere Verticale Du 4 Rue Des Orteaux,Jardiniere Verticale Du 4 Rue Des Orteaux,Green Walls,Green Walls,2,0.0,0,0,0
432,432 - 23-17,23-17,Ring Road,Slope,381,0.0,2071,1,1
433,433 - Promenade Pc 19 - Buttes Chaumont - Jean Jaures,Promenade Pc 19 - Buttes Chaumont - Jean Jaures,Private Gardens,Promenade,1408,1.0,9472,1,1
434,434 - Jardinieres Evq De La Rue Brezin,Jardinieres Evq De La Rue Brezin,Street Decorations,Planter,,0.0,160,1,0
435,435 - Jardiniere De La Rue Audubon,Jardiniere De La Rue Audubon,Street Decorations,Planter,28,0.0,50,0,0
436,436 - Square Alban Satragne,Square Alban Satragne,Open Promenades,Public Garden,364,1.0,5675,1,1
437,437 - Promenade De L'Allee Des Cygnes,Promenade De L'Allee Des Cygnes,Open Promenades,Promenade,1643,0.0,17748,1,1
438,438 - Promenade Pereire - Ternes / Maillot,Promenade Pereire - Ternes / Maillot,Open Promenades,Promenade,432,1.0,3888,1,1
439,439 - Square Yorktown,Square Yorktown,Open Promenades,Public Garden,146,1.0,972,1,0
440,440 - Decoration De La Place Martin Nadaud,Decoration De La Place Martin Nadaud,Street Decorations,Decoration,86,0.0,97,0,0
441,441 - 06-03,06-03,Ring Road,Slope,836,0.0,2776,1,1
442,442 - Ecole D'Horticulture Du Breuil,Ecole D'Horticulture Du Breuil,Open Promenades,Garden,1384,1.0,98075,1,1
443,443 - Jardinet De La Rue Bruneseau,Jardinet De La Rue Bruneseau,Street Decorations,Small Garden,130,0.0,357,1,0
444,444 - Jardin Du Musee D'Art Moderne,Jardin Du Musee D'Art Moderne,Private Gardens,Garden,484,1.0,1404,1,1
445,445 - 15-07,15-07,Ring Road,Slope,424,0.0,911,1,0
446,446 - Jardiniere Angle Des Rues Du Hainaut - Petit,Jardiniere Angle Des Rues Du Hainaut - Petit,Street Decorations,Planter,25,0.0,51,0,0
447,447 - Jardinets De La Rue Du Colonel Colonna D'Ornano,Jardinets De La Rue Du Colonel Colonna D'Ornano,Decorative Gardens,Small Garden,354,0.0,800,1,0
448,448 - Jardin De Reuilly - Paul Pernin,Jardin De Reuilly - Paul Pernin,Open Promenades,Garden,571,1.0,14495,1,1
449,449 - Jardinieres De La Rue Du Mont Cenis,Jardinieres De La Rue Du Mont Cenis,Street Decorations,Planter,19,0.0,11,0,0
450,450 - Jardin Des Oiseaux,Jardin Des Oiseaux,Open Promenades,Garden,80,1.0,354,1,0
451,451 - Jardin De Vitaly,Jardin De Vitaly,Open Promenades,Garden,178,1.0,1320,1,1
452,452 - 33-50,33-50,Ring Road,Slope,415,0.0,802,1,0
453,453 - 35-19,35-19,Ring Road,Slope,175,0.0,266,1,0
454,454 - 02-10,02-10,Ring Road,Slope,394,0.0,1659,1,1
455,455 - 13-03,13-03,Ring Road,Slope,246,0.0,609,1,0
456,456 - 15-12,15-12,Ring Road,Slope,752,0.0,3856,1,1
457,457 - Jardinieres De L'Avenue Corentin Cariou,Jardinieres De L'Avenue Corentin Cariou,Street Decorations,Planter,76,0.0,177,1,0
458,458 - Jardinieres De La Rue Du Sommerard,Jardinieres De La Rue Du Sommerard,Street Decorations,Planter,,0.0,79,0,0
459,459 - Jardinieres De La Place De La Nation (11Eme),Jardinieres De La Place De La Nation (11Eme),Street Decorations,Planter,695,0.0,2291,1,1
460,460 - Jardiniere Verticale Du Jardin Des Rosiers-Joseph Migneret,Jardiniere Verticale Du Jardin Des Rosiers-Joseph Migneret,Green Walls,Green Walls,,0.0,8,0,0
461,461 - Jardiniere Verticale Du 1 Rue Saint-Julien Le Pauvre,Jardiniere Verticale Du 1 Rue Saint-Julien Le Pauvre,Green Walls,Green Walls,,0.0,1,0,0
462,462 - Jardiniere Verticale Du Parc Andre Citroen Jardin Eugenie Djendi,Jardiniere Verticale Du Parc Andre Citroen Jardin Eugenie Djendi,Green Walls,Green Walls,,0.0,67,0,0
463,463 - Jardinier Verticale Du Square Claude Bernard,Jardinier Verticale Du Square Claude Bernard,Green Walls,Green Walls,,0.0,7,0,0
464,464 - Jardiniere Verticale Du Square Monseigneur Maillet,Jardiniere Verticale Du Square Monseigneur Maillet,Green Walls,Green Walls,,0.0,1,0,0
465,465 - Jardiniere Verticale Du Square Antoine Blondin 2,Jardiniere Verticale Du Square Antoine Blondin 2,Green Walls,Green Walls,,0.0,12,0,0
466,466 - Jardin De La Place Jean-Paul Ii,Jardin De La Place Jean-Paul Ii,Open Promenades,Garden,328,0.0,2949,1,1
467,467 - Jardinieres Rae De La Rue Amelot,Jardinieres Rae De La Rue Amelot,Street Decorations,Planter,,0.0,156,1,0
468,468 - Jardinieres De La Place Alphonse Allais,Jardinieres De La Place Alphonse Allais,Street Decorations,Planter,,0.0,345,1,0
469,469 - Jardiniere De L'Avenue De La Soeur Rosalie,Jardiniere De L'Avenue De La Soeur Rosalie,Street Decorations,Planter,125,0.0,143,1,0
470,470 - Square Alexandre Et Rene Parodi,Square Alexandre Et Rene Parodi,Open Promenades,Public Garden,731,1.0,36481,1,1
471,471 - Jardin Marie Poussepin,Jardin Marie Poussepin,Open Promenades,Garden,400,1.0,2577,1,1
472,472 - Promenade Pc 14 - Corentin - Jean Moulin,Promenade Pc 14 - Corentin - Jean Moulin,Open Promenades,Promenade,782,1.0,5672,1,1
473,473 - Jardiniere Verticale Du Square Brancion,Jardiniere Verticale Du Square Brancion,Green Walls,Green Walls,,0.0,18,0,0
474,474 - Jardiniere Verticale Du Square Pierre-Adrien Dalpayrat 2,Jardiniere Verticale Du Square Pierre-Adrien Dalpayrat 2,Green Walls,Green Walls,,0.0,13,0,0
475,475 - Jardiniere Verticale Du Square Bela Bartok,Jardiniere Verticale Du Square Bela Bartok,Green Walls,Green Walls,,0.0,177,1,0
476,476 - Jardinieres De L'Avenue Daumesnil,Jardinieres De L'Avenue Daumesnil,Street Decorations,Planter,,0.0,790,1,0
477,477 - Jardinieres Evq Du Parvis Du Cirque D'Hiver,Jardinieres Evq Du Parvis Du Cirque D'Hiver,Street Decorations,Planter,,0.0,75,0,0
478,478 - Jardinieres Rae De La Rue Edouard Pailleron,Jardinieres Rae De La Rue Edouard Pailleron,Street Decorations,Planter,,0.0,291,1,0
479,479 - Jardinieres Evq De La Rue Saint Medard,Jardinieres Evq De La Rue Saint Medard,Street Decorations,Planter,,0.0,52,0,0
480,480 - Jardinieres Evq De La Place Adrien Oudin,Jardinieres Evq De La Place Adrien Oudin,Street Decorations,Planter,,0.0,71,0,0
481,481 - Jardinieres De La Place De La Chapelle,Jardinieres De La Place De La Chapelle,Street Decorations,Planter,,0.0,186,1,0
482,482 - Square Samuel Rousseau,Square Samuel Rousseau,Open Promenades,Public Garden,160,1.0,1810,1,1
483,483 - Square Danielle Mitterand,Square Danielle Mitterand,Open Promenades,Public Garden,90,1.0,379,1,0
484,484 - Jardinieres De La Rue Du Chemin Vert,Jardinieres De La Rue Du Chemin Vert,Street Decorations,Planter,,0.0,122,1,0
485,485 - Jardiniere Saint-Philippe Du Roule,Jardiniere Saint-Philippe Du Roule,Street Decorations,Planter,77,0.0,92,0,0
486,486 - Jardinieres Rae De La Rue Vicq D Azir,Jardinieres Rae De La Rue Vicq D Azir,Street Decorations,Planter,,0.0,81,0,0
487,487 - Decoration De La Rue Pelleport,Decoration De La Rue Pelleport,Street Decorations,Decoration,78,0.0,79,0,0
488,488 - Jardinieres Evq Boulodrome Navier,Jardinieres Evq Boulodrome Navier,Street Decorations,Planter,,0.0,263,1,0
489,489 - Jardin D'Agronomie Tropicale,Jardin D'Agronomie Tropicale,Open Promenades,Garden,1298,1.0,82086,1,1
490,490 - Jardinieres De La Rue Theroigne De Mericourt,Jardinieres De La Rue Theroigne De Mericourt,Street Decorations,Planter,87,0.0,138,1,0
491,491 - Jardinieres Vga Orgues De Flandre- Rue Riquet,Jardinieres Vga Orgues De Flandre- Rue Riquet,Street Decorations,Planter,,0.0,87,0,0
492,492 - Jardinieres Belleville Contre Allee Telegraphe,Jardinieres Belleville Contre Allee Telegraphe,Street Decorations,Unknown,,0.0,958,1,0
493,493 - Promenade Pc 12 - Daumesnil - Sahel,Promenade Pc 12 - Daumesnil - Sahel,Open Promenades,Promenade,1219,1.0,11854,1,1
494,494 - Square Michel Caldagues,Square Michel Caldagues,Decorative Gardens,Public Garden,226,1.0,589,1,0
495,495 - Square Anna De Noailles,Square Anna De Noailles,Open Promenades,Public Garden,394,0.0,5039,1,1
496,496 - Jardin Michelet,Jardin Michelet,Open Promenades,Garden,233,1.0,1380,1,1
497,497 - 02-03,02-03,Ring Road,Slope,274,0.0,2070,1,1
498,"498 - Hippodrome D'Auteuil, Pelouse C","Hippodrome D'Auteuil, Pelouse C",Open Promenades,Lawn,985,1.0,26584,1,1
499,499 - Jardinieres De La Rue Henri Nogueres,Jardinieres De La Rue Henri Nogueres,Street Decorations,Planter,88,0.0,24,0,0
500,500 - Square Marin La Meslee,Square Marin La Meslee,Decorative Gardens,Public Garden,86,1.0,401,1,0
501,501 - Decoration De La Rue Des Haies,Decoration De La Rue Des Haies,Street Decorations,Decoration,76,0.0,59,0,0
502,502 - Jardiniere Du 29 Rue Louis Blanc,Jardiniere Du 29 Rue Louis Blanc,Street Decorations,Planter,32,0.0,43,0,0
503,503 - Decoration Du Passage De Menilmontant,Decoration Du Passage De Menilmontant,Street Decorations,Decoration,87,0.0,51,0,0
504,504 - Jardinieres De L'Avenue De La Porte Des Lilas,Jardinieres De L'Avenue De La Porte Des Lilas,Street Decorations,Planter,103,0.0,163,1,0
505,505 - Promenade Bernard Lafay - C1,Promenade Bernard Lafay - C1,Open Promenades,Promenade,580,1.0,6389,1,1
506,506 - Square Eugenie Cotton,Square Eugenie Cotton,Open Promenades,Public Garden,258,1.0,1485,1,1
507,507 - Square Alexis Clerel De Tocqueville,Square Alexis Clerel De Tocqueville,Open Promenades,Public Garden,308,1.0,1464,1,1
508,508 - 20-01,20-01,Ring Road,Slope,754,0.0,3228,1,1
509,509 - Jardin Paul Didier,Jardin Paul Didier,Open Promenades,Garden,508,1.0,2513,1,1
510,510 - Square Sainte-Helene,Square Sainte-Helene,Open Promenades,Public Garden,191,1.0,2104,1,1
511,511 - Jardinet De L'Eglise Notre Dame De Clignancourt,Jardinet De L'Eglise Notre Dame De Clignancourt,Decorative Gardens,Small Garden,494,1.0,1120,1,1
512,512 - 35-01,35-01,Ring Road,Slope,293,0.0,2166,1,1
513,513 - Decoration De La Place Du General Cochet,Decoration De La Place Du General Cochet,Street Decorations,Decoration,108,0.0,402,1,0
514,514 - 03-03,03-03,Ring Road,Slope,808,0.0,2626,1,1
515,515 - 11-02,11-02,Ring Road,Slope,365,0.0,2056,1,1
516,516 - Square Francis Lemarque,Square Francis Lemarque,Open Promenades,Public Garden,136,1.0,1028,1,1
517,517 - Jardin Frederic Dard,Jardin Frederic Dard,Open Promenades,Garden,127,1.0,541,1,0
518,518 - Jardin De La Montgolfiere,Jardin De La Montgolfiere,Open Promenades,Garden,154,1.0,1501,1,1
519,519 - Square Georges Lamarque,Square Georges Lamarque,Open Promenades,Public Garden,212,1.0,1882,1,1
520,520 - Jardiniere Verticale Du 28 Rue Alain,Jardiniere Verticale Du 28 Rue Alain,Green Walls,Green Walls,24,0.0,5,0,0
521,521 - Square Santiago Du Chili,Square Santiago Du Chili,Open Promenades,Public Garden,300,1.0,3558,1,1
522,522 - Jardiniere De La Rue De Vaugirard,Jardiniere De La Rue De Vaugirard,Street Decorations,Planter,36,0.0,33,0,0
523,523 - Jardiniere De La Place Boulnois,Jardiniere De La Place Boulnois,Street Decorations,Planter,22,0.0,31,0,0
524,524 - Jardiniere De La Place Goldoni,Jardiniere De La Place Goldoni,Street Decorations,Planter,81,0.0,94,0,0
525,525 - Square Albert Besnard,Square Albert Besnard,Open Promenades,Public Garden,252,0.0,4446,1,1
526,526 - Espace Vert Du Gymnase Olivier De Serres,Espace Vert Du Gymnase Olivier De Serres,Sports Facilities,Green Space,26,1.0,35,0,0
527,527 - 29-05,29-05,Ring Road,Slope,285,0.0,1084,1,1
528,528 - Jardiniere Verticale Du 28 Rue Des Dames,Jardiniere Verticale Du 28 Rue Des Dames,Green Walls,Green Walls,8,0.0,2,0,0
529,529 - Jardinieres De La Rue De L'Universite,Jardinieres De La Rue De L'Universite,Street Decorations,Planter,17,0.0,17,0,0
530,530 - Jardin Clemence-Annick Burgard,Jardin Clemence-Annick Burgard,Open Promenades,Garden,84,1.0,905,1,0
531,531 - Jardin Partage Du 93 Rue De Crimee,Jardin Partage Du 93 Rue De Crimee,"Temporary, Shared, Educational Spaces",Shared Garden,78,1.0,249,1,0
532,532 - Jardinieres  Evq De La Rue De Suez,Jardinieres  Evq De La Rue De Suez,Street Decorations,Planter,,0.0,110,1,0
533,533 - Jardinieres De La Place Bernard Halpern,Jardinieres De La Place Bernard Halpern,Street Decorations,Planter,72,0.0,174,1,0
534,534 - Decoration De La Rue De Pontoise,Decoration De La Rue De Pontoise,Street Decorations,Decoration,58,0.0,11,0,0
535,535 - Jardin Rachmaninov,Jardin Rachmaninov,Open Promenades,Garden,294,1.0,5355,1,1
536,536 - Jardiniere Angle Des Rues Lecourbe - Croix Nivert,Jardiniere Angle Des Rues Lecourbe - Croix Nivert,Street Decorations,Planter,30,0.0,61,0,0
537,537 - Jardinieres Angle Des Rues De Romainville - De Belleville,Jardinieres Angle Des Rues De Romainville - De Belleville,Street Decorations,Planter,48,0.0,51,0,0
538,538 - Jardinet De La Rue Du Sergent Maginot,Jardinet De La Rue Du Sergent Maginot,Street Decorations,Small Garden,57,0.0,163,1,0
539,539 - Jardinieres De La Place Andre Masson,Jardinieres De La Place Andre Masson,Street Decorations,Planter,201,0.0,437,1,0
540,540 - Jardiniere De La Porte De Charenton,Jardiniere De La Porte De Charenton,Street Decorations,Planter,76,0.0,330,1,0
541,541 - Jardiniere Verticale Du Square De La Rue Henri Huchard 1,Jardiniere Verticale Du Square De La Rue Henri Huchard 1,Green Walls,Green Walls,,0.0,14,0,0
542,542 - Jardin Partage De La Rue Polonceau,Jardin Partage De La Rue Polonceau,"Temporary, Shared, Educational Spaces",Shared Garden,46,1.0,131,1,0
543,543 - Jardin Serge Gainsbourg,Jardin Serge Gainsbourg,Open Promenades,Garden,787,1.0,15244,1,1
544,544 - Jardiniere Angle Des Rues Curial - Crimee,Jardiniere Angle Des Rues Curial - Crimee,Street Decorations,Planter,21,0.0,28,0,0
545,545 - Plate-Bande De La Rue De L' Alboni,Plate-Bande De La Rue De L' Alboni,Street Decorations,Flower Bed,237,0.0,121,1,0
546,546 - Jardinieres Du Parvis Du Tribunal De Grande Instance,Jardinieres Du Parvis Du Tribunal De Grande Instance,Street Decorations,Planter,345,0.0,2421,1,1
547,547 - Jardin Partage De La Butte Bergeyre,Jardin Partage De La Butte Bergeyre,"Temporary, Shared, Educational Spaces",Shared Garden,73,1.0,282,1,0
548,548 - 00-02,00-02,Ring Road,Slope,272,0.0,1164,1,1
549,549 - 23-09,23-09,Ring Road,Slope,114,0.0,284,1,0
550,550 - 23-27,23-27,Ring Road,Slope,435,0.0,3046,1,1
551,551 - Jardin Partage Du Passage Des Tourelles,Jardin Partage Du Passage Des Tourelles,"Temporary, Shared, Educational Spaces",Shared Garden,,1.0,307,1,0
552,552 - 14-01,14-01,Ring Road,Slope,225,0.0,520,1,0
553,553 - Jardiniere Verticale Du 5 Avenue Ambroise Rendu,Jardiniere Verticale Du 5 Avenue Ambroise Rendu,Green Walls,Green Walls,,0.0,3,0,0
554,554 - Jardiniere Verticale Du 40 Rue Du Telegraphe,Jardiniere Verticale Du 40 Rue Du Telegraphe,Green Walls,Green Walls,13,0.0,3,0,0
555,555 - Jardinieres De La Rue Brancion,Jardinieres De La Rue Brancion,Street Decorations,Planter,,0.0,55,0,0
556,556 - Jardin Partage Du 10 Rue Erard,Jardin Partage Du 10 Rue Erard,"Temporary, Shared, Educational Spaces",Shared Garden,,1.0,654,1,0
557,557 - Jardiniere Verticale Du 162 Boulevard Murat,Jardiniere Verticale Du 162 Boulevard Murat,Green Walls,Green Walls,,0.0,7,0,0
558,558 - Jardin Paule Minck,Jardin Paule Minck,Open Promenades,Public Garden,,1.0,1616,1,1
559,559 - Jardinieres Du Boulevard Raspail,Jardinieres Du Boulevard Raspail,Street Decorations,Planter,104,0.0,325,1,0
560,560 - Jardiniere Du Parvis De L'Eglise Notre-Dame De Lorette,Jardiniere Du Parvis De L'Eglise Notre-Dame De Lorette,Street Decorations,Planter,,0.0,20,0,0
561,561 - Jardiniere De La Rue Dalayrac,Jardiniere De La Rue Dalayrac,Street Decorations,Planter,,0.0,37,0,0
562,562 - Jardinieres De L'Avenue De Saint-Mande,Jardinieres De L'Avenue De Saint-Mande,Street Decorations,Planter,,0.0,1589,1,1
563,563 - Jardiniere Verticale Du Square Leopold Achille,Jardiniere Verticale Du Square Leopold Achille,Green Walls,Green Walls,,0.0,25,0,0
564,564 - Jardiniere Verticale Du Square Paul Langevin,Jardiniere Verticale Du Square Paul Langevin,Green Walls,Green Walls,,0.0,15,0,0
565,565 - Jardiniere Verticale Du 139 Rue Mouffetard,Jardiniere Verticale Du 139 Rue Mouffetard,Green Walls,Green Walls,,0.0,1,0,0
566,566 - Jardiniere Verticale Du Jardin Tereska Torres-Levin,Jardiniere Verticale Du Jardin Tereska Torres-Levin,Green Walls,Green Walls,,0.0,25,0,0
567,567 - Jardiniere Verticale Du Square D'Anvers 2,Jardiniere Verticale Du Square D'Anvers 2,Green Walls,Green Walls,,0.0,15,0,0
568,568 - Jardiniere Verticale Du Square Montholon 2,Jardiniere Verticale Du Square Montholon 2,Green Walls,Green Walls,,0.0,2,0,0
569,569 - Jardiniere Verticale Du Jardin Emile Galle 1,Jardiniere Verticale Du Jardin Emile Galle 1,Green Walls,Green Walls,,0.0,8,0,0
570,570 - Jardiniere Verticale Du Square De La Montgolfiere,Jardiniere Verticale Du Square De La Montgolfiere,Green Walls,Green Walls,,0.0,1,0,0
571,571 - Jardiniere Verticale Du Jardin Francoise Heritier,Jardiniere Verticale Du Jardin Francoise Heritier,Green Walls,Green Walls,,0.0,10,0,0
572,572 - Jardiniere Verticale De La Rue Albert Willemetz,Jardiniere Verticale De La Rue Albert Willemetz,Green Walls,Green Walls,,0.0,43,0,0
573,573 - Jardinieres De La Place De La Madeleine,Jardinieres De La Place De La Madeleine,Street Decorations,Planter,,0.0,202,1,0
574,574 - Jardinieres Evq De La Rue Saint Sebastien,Jardinieres Evq De La Rue Saint Sebastien,Street Decorations,Planter,,0.0,226,1,0
575,575 - Jardinieres Evq De La Rue Erard,Jardinieres Evq De La Rue Erard,Street Decorations,Planter,,0.0,591,1,0
576,576 - Jardinieres Rae De  De La Rue Ricaut,Jardinieres Rae De  De La Rue Ricaut,Street Decorations,Planter,,0.0,273,1,0
577,577 - Square Yves Coppens,Square Yves Coppens,Open Promenades,Garden,80,1.0,400,1,0
578,578 - Jardiniere De La Rue Saint-Sauveur,Jardiniere De La Rue Saint-Sauveur,Street Decorations,Planter,27,0.0,39,0,0
579,579 - 35-13,35-13,Ring Road,Slope,360,0.0,1081,1,1
580,580 - Jardin Du Potager (Ancien Hopital Laennec),Jardin Du Potager (Ancien Hopital Laennec),Open Promenades,Garden,261,1.0,3477,1,1
581,581 - Jardiniere Verticale Du Parc De Bercy 1,Jardiniere Verticale Du Parc De Bercy 1,Green Walls,Green Walls,,0.0,64,0,0
582,582 - Jardiniere Verticale Du Square De L'Aspirant Dunand 3,Jardiniere Verticale Du Square De L'Aspirant Dunand 3,Green Walls,Green Walls,,0.0,10,0,0
583,583 - Promenade Pc 17 Tranchee Pereire,Promenade Pc 17 Tranchee Pereire,Open Promenades,Promenade,,1.0,14115,1,1
584,584 - Jardinieres Du Quai Des Tuileries,Jardinieres Du Quai Des Tuileries,Street Decorations,Planter,,0.0,544,1,0
585,585 - Jardinieres Evq De La Rue Henri Dubouillon,Jardinieres Evq De La Rue Henri Dubouillon,Street Decorations,Planter,,0.0,130,1,0
586,586 - Parc Chapelle Charbon,Parc Chapelle Charbon,Open Promenades,Park,0,0.0,28837,1,1
587,587 - Jardinieres De La Rue De La Gare,Jardinieres De La Rue De La Gare,Street Decorations,Planter,,0.0,175,1,0
588,588 - Jardinieres Rae Rue De La Parcheminerie,Jardinieres Rae Rue De La Parcheminerie,Street Decorations,Planter,,0.0,135,1,0
589,589 - Jardinieres Evq Rue De La Fontaine Au Roi,Jardinieres Evq Rue De La Fontaine Au Roi,Street Decorations,Planter,,0.0,215,1,0
590,590 - Jardinieres Ledru Rollin,Jardinieres Ledru Rollin,Street Decorations,Planter,,0.0,314,1,0
591,591 - Jardinieres Evq De La Rue Du Docteur Victor Hutinel ( Embellir Vos Quartiers),Jardinieres Evq De La Rue Du Docteur Victor Hutinel ( Embellir Vos Quartiers),Street Decorations,Planter,,0.0,141,1,0
592,592 - Jardinieres Rae De La Cours Des Noues Et Place Emile Landrin,Jardinieres Rae De La Cours Des Noues Et Place Emile Landrin,Street Decorations,Planter,,0.0,326,1,0
593,593 - Jardinieres De La Rue Jacques Callot,Jardinieres De La Rue Jacques Callot,Street Decorations,Planter,,1.0,78,0,0
594,594 - Jardinieres Evq De La Rue Michel Chasles,Jardinieres Evq De La Rue Michel Chasles,Street Decorations,Planter,,0.0,251,1,0
595,595 - Jardinieres Rae  De La Rue Emile Levassor,Jardinieres Rae  De La Rue Emile Levassor,Street Decorations,Planter,,0.0,406,1,0
596,596 - Jardinieres  Parvis Mediatheque Alexe Baldwin Jean Quarre,Jardinieres  Parvis Mediatheque Alexe Baldwin Jean Quarre,Street Decorations,Planter,,0.0,753,1,0
597,597 - Jardinieres De La Rue Montcalm,Jardinieres De La Rue Montcalm,Street Decorations,Planter,,0.0,112,1,0
598,598 - Jardins Des Champs Elysees- Carre Du Battoir,Jardins Des Champs Elysees- Carre Du Battoir,Open Promenades,Garden,,0.0,5353,1,1
